100; 2; 2 ;-5 ; ;  1452;
100; 2; 3 ;-5 ; ;  1350;
100; 2; 4 ;-5 ; ;  1394;
100; 2; 5 ;-5 ; ;  1470;
100; 2; 6 ;-5 ; ;  1409;
100; 2; 7 ;-5 ; ;  1459;
100; 2; 8 ;-5 ; ;  1385;
100; 2; 9 ;-5 ; ;  1502;
100; 2; 10 ;-5 ; ;  1397;
100; 3; 2 ;-5 ; ;  1516;
100; 3; 3 ;-5 ; ;  1490;
100; 3; 4 ;-5 ; ;  1336;
100; 3; 5 ;-5 ; ;  1501;
100; 3; 6 ;-5 ; ;  1513;
100; 3; 7 ;-5 ; ;  1467;
100; 3; 8 ;-5 ; ;  1411;
100; 3; 9 ;-5 ; ;  1423;
100; 3; 10 ;-5 ; ;  1338;
100; 4; 2 ;-5 ; ;  1328;
100; 4; 3 ;-5 ; ;  1435;
100; 4; 4 ;-5 ; ;  1371;
100; 4; 5 ;-5 ; ;  1448;
100; 4; 6 ;-5 ; ;  1449;
100; 4; 7 ;-5 ; ;  1405;
100; 4; 8 ;-5 ; ;  1433;
100; 4; 9 ;-5 ; ;  1559;
100; 4; 10 ;-5 ; ;  1482;
100; 5; 2 ;-5 ; ;  1295;
100; 5; 3 ;-5 ; ;  1556;
100; 5; 4 ;-5 ; ;  1432;
100; 5; 5 ;-5 ; ;  1562;
100; 5; 6 ;-5 ; ;  1540;
100; 5; 7 ;-5 ; ;  1372;
100; 5; 8 ;-5 ; ;  1268;
100; 5; 9 ;-5 ; ;  1632;
100; 5; 10 ;-5 ; ;  1466;
100; 6; 2 ;-5 ; ;  1401;
100; 6; 3 ;-5 ; ;  1360;
100; 6; 4 ;-5 ; ;  1447;
100; 6; 5 ;-5 ; ;  1514;
100; 6; 6 ;-5 ; ;  1538;
100; 6; 7 ;-5 ; ;  1454;
100; 6; 8 ;-5 ; ;  1474;
100; 6; 9 ;-5 ; ;  1486;
100; 6; 10 ;-5 ; ;  1451;
100; 7; 2 ;-5 ; ;  1310;
100; 7; 3 ;-5 ; ;  1413;
100; 7; 4 ;-5 ; ;  1374;
100; 7; 5 ;-5 ; ;  1358;
100; 7; 6 ;-5 ; ;  1395;
100; 7; 7 ;-5 ; ;  1331;
100; 7; 8 ;-5 ; ;  1363;
100; 7; 9 ;-5 ; ;  1512;
100; 7; 10 ;-5 ; ;  1373;
100; 8; 2 ;-5 ; ;  1334;
100; 8; 3 ;-5 ; ;  1322;
100; 8; 4 ;-5 ; ;  1445;
100; 8; 5 ;-5 ; ;  1513;
100; 8; 6 ;-5 ; ;  1323;
100; 8; 7 ;-5 ; ;  1389;
100; 8; 8 ;-5 ; ;  1440;
100; 8; 9 ;-5 ; ;  1418;
100; 8; 10 ;-5 ; ;  1413;
100; 9; 2 ;-5 ; ;  1429;
100; 9; 3 ;-5 ; ;  1199;
100; 9; 4 ;-5 ; ;  1311;
100; 9; 5 ;-5 ; ;  1337;
100; 9; 6 ;-5 ; ;  1411;
100; 9; 7 ;-5 ; ;  1348;
100; 9; 8 ;-5 ; ;  1494;
100; 9; 9 ;-5 ; ;  1572;
100; 9; 10 ;-5 ; ;  1378;
100; 10; 2 ;-5 ; ;  1202;
100; 10; 3 ;-5 ; ;  1247;
100; 10; 4 ;-5 ; ;  1426;
100; 10; 5 ;-5 ; ;  1317;
100; 10; 6 ;-5 ; ;  1293;
100; 10; 7 ;-5 ; ;  1298;
100; 10; 8 ;-5 ; ;  1277;
100; 10; 9 ;-5 ; ;  1165;
100; 10; 10 ;-5 ; ;  1388;
