100; -5; 5 ;-5 ; 0;  836;
100; -5; 5 ;1 ; -2;  840;
100; -4; 4 ;1 ; 5;  828;
100; -4; 5 ;5 ; -3;  827;
100; -3; 3 ;-4 ; -4;  835;
100; -3; 3 ;-2 ; 5;  843;
100; -3; 3 ;5 ; -1;  824;
100; -3; 4 ;-5 ; 1;  839;
100; -3; 4 ;-4 ; -4;  840;
100; -3; 4 ;-1 ; -4;  842;
100; -3; 4 ;-1 ; 3;  842;
100; -3; 4 ;-1 ; 4;  830;
100; -3; 5 ;1 ; 0;  796;
100; -3; 5 ;1 ; 2;  849;
100; -3; 5 ;4 ; -3;  827;
100; -3; 5 ;4 ; 5;  830;
100; -2; 2 ;-5 ; 4;  833;
100; -2; 2 ;-2 ; -3;  848;
100; -2; 2 ;5 ; -2;  840;
100; -2; 3 ;-4 ; 5;  824;
100; -2; 3 ;-1 ; -1;  843;
100; -2; 3 ;-1 ; 3;  844;
100; -2; 3 ;1 ; 0;  841;
100; -2; 3 ;3 ; 0;  847;
100; -2; 3 ;3 ; 1;  792;
100; -2; 3 ;4 ; -1;  831;
100; -2; 3 ;5 ; 2;  812;
100; -2; 3 ;5 ; 4;  832;
100; -2; 4 ;-4 ; -1;  837;
100; -2; 4 ;-3 ; -4;  848;
100; -2; 4 ;-3 ; -1;  820;
100; -2; 4 ;0 ; 0;  816;
100; -2; 4 ;2 ; 1;  811;
100; -2; 4 ;5 ; -2;  812;
100; -2; 4 ;5 ; -1;  802;
100; -2; 5 ;-1 ; 4;  810;
100; -2; 5 ;2 ; 4;  795;
100; -1; 2 ;-3 ; 3;  846;
100; -1; 2 ;4 ; -4;  795;
100; -1; 2 ;4 ; 5;  814;
100; -1; 3 ;-4 ; -5;  821;
100; -1; 3 ;-4 ; -4;  847;
100; -1; 3 ;-4 ; -3;  843;
100; -1; 3 ;-2 ; 5;  814;
100; -1; 3 ;-1 ; 0;  829;
100; -1; 3 ;-1 ; 5;  846;
100; -1; 3 ;0 ; -2;  842;
100; -1; 3 ;0 ; 3;  842;
100; -1; 3 ;2 ; 4;  844;
100; -1; 4 ;-5 ; -1;  847;
100; -1; 4 ;-2 ; -5;  843;
100; -1; 4 ;1 ; 3;  825;
100; -1; 4 ;2 ; 5;  755;
100; -1; 5 ;-5 ; -1;  849;
100; -1; 5 ;-1 ; 5;  846;
100; -1; 5 ;4 ; 5;  800;
100; 1; 1 ;-1 ; 1;  846;
100; 1; 1 ;4 ; 2;  838;
100; 1; 2 ;-3 ; 0;  808;
100; 1; 2 ;-1 ; 3;  831;
100; 1; 2 ;1 ; 5;  816;
100; 1; 2 ;3 ; 1;  843;
100; 1; 3 ;-5 ; -4;  816;
100; 1; 3 ;-3 ; -5;  832;
100; 1; 3 ;-1 ; -4;  810;
100; 1; 3 ;-1 ; 1;  845;
100; 1; 3 ;4 ; -1;  826;
100; 1; 4 ;0 ; 2;  832;
100; 1; 4 ;1 ; -2;  837;
100; 1; 4 ;1 ; 1;  834;
100; 1; 4 ;2 ; 4;  844;
100; 1; 5 ;-4 ; -3;  842;
100; 1; 5 ;-1 ; 1;  805;
100; 1; 5 ;5 ; -3;  844;
100; 2; 2 ;2 ; 1;  849;
100; 2; 3 ;-4 ; 3;  822;
100; 2; 3 ;3 ; -2;  837;
100; 2; 4 ;-5 ; 3;  842;
100; 2; 4 ;-3 ; 2;  769;
100; 2; 4 ;-1 ; -5;  847;
100; 2; 4 ;-1 ; 2;  840;
100; 2; 4 ;3 ; -5;  838;
100; 2; 4 ;4 ; -4;  834;
100; 2; 5 ;-5 ; 5;  805;
100; 2; 5 ;-1 ; 0;  847;
100; 2; 5 ;1 ; 0;  843;
100; 2; 5 ;1 ; 2;  801;
100; 2; 5 ;3 ; 4;  830;
100; 2; 5 ;4 ; -1;  823;
100; 3; 3 ;-4 ; 5;  824;
100; 3; 3 ;-3 ; -5;  838;
100; 3; 3 ;1 ; -1;  825;
100; 3; 5 ;-4 ; 0;  819;
100; 3; 5 ;-2 ; 0;  812;
100; 3; 5 ;0 ; -5;  834;
100; 4; 4 ;-4 ; 3;  844;
100; 4; 4 ;-1 ; -1;  835;
100; 4; 5 ;-4 ; 1;  841;
100; 5; 5 ;5 ; -5;  849;
100; -5; 5 ;-5 ; 0;  836;
100; -5; 5 ;1 ; -2;  840;
100; -4; 4 ;1 ; 5;  828;
100; -4; 5 ;5 ; -3;  827;
100; -3; 3 ;-4 ; -4;  835;
100; -3; 3 ;-2 ; 5;  843;
100; -3; 3 ;5 ; -1;  824;
100; -3; 4 ;-5 ; 1;  839;
100; -3; 4 ;-4 ; -4;  840;
100; -3; 4 ;-1 ; -4;  842;
100; -3; 4 ;-1 ; 3;  842;
100; -3; 4 ;-1 ; 4;  830;
100; -3; 5 ;1 ; 0;  796;
100; -3; 5 ;1 ; 2;  849;
100; -3; 5 ;4 ; -3;  827;
100; -3; 5 ;4 ; 5;  830;
100; -2; 2 ;-5 ; 4;  833;
100; -2; 2 ;-2 ; -3;  848;
100; -2; 2 ;5 ; -2;  840;
100; -2; 3 ;-4 ; 5;  824;
100; -2; 3 ;-1 ; -1;  843;
100; -2; 3 ;-1 ; 3;  844;
100; -2; 3 ;1 ; 0;  841;
100; -2; 3 ;3 ; 0;  847;
100; -2; 3 ;3 ; 1;  792;
100; -2; 3 ;4 ; -1;  831;
100; -2; 3 ;5 ; 2;  812;
100; -2; 3 ;5 ; 4;  832;
100; -2; 4 ;-4 ; -1;  837;
100; -2; 4 ;-3 ; -4;  848;
100; -2; 4 ;-3 ; -1;  820;
100; -2; 4 ;0 ; 0;  816;
100; -2; 4 ;2 ; 1;  811;
100; -2; 4 ;5 ; -2;  812;
100; -2; 4 ;5 ; -1;  802;
100; -2; 5 ;-1 ; 4;  810;
100; -2; 5 ;2 ; 4;  795;
100; -1; 2 ;-3 ; 3;  846;
100; -1; 2 ;4 ; -4;  795;
100; -1; 2 ;4 ; 5;  814;
100; -1; 3 ;-4 ; -5;  821;
100; -1; 3 ;-4 ; -4;  847;
100; -1; 3 ;-4 ; -3;  843;
100; -1; 3 ;-2 ; 5;  814;
100; -1; 3 ;-1 ; 0;  829;
100; -1; 3 ;-1 ; 5;  846;
100; -1; 3 ;0 ; -2;  842;
100; -1; 3 ;0 ; 3;  842;
100; -1; 3 ;2 ; 4;  844;
100; -1; 4 ;-5 ; -1;  847;
100; -1; 4 ;-2 ; -5;  843;
100; -1; 4 ;1 ; 3;  825;
100; -1; 4 ;2 ; 5;  755;
100; -1; 5 ;-5 ; -1;  849;
100; -1; 5 ;-1 ; 5;  846;
100; -1; 5 ;4 ; 5;  800;
100; 1; 1 ;-1 ; 1;  846;
100; 1; 1 ;4 ; 2;  838;
100; 1; 2 ;-3 ; 0;  808;
100; 1; 2 ;-1 ; 3;  831;
100; 1; 2 ;1 ; 5;  816;
100; 1; 2 ;3 ; 1;  843;
100; 1; 3 ;-5 ; -4;  816;
100; 1; 3 ;-3 ; -5;  832;
100; 1; 3 ;-1 ; -4;  810;
100; 1; 3 ;-1 ; 1;  845;
100; 1; 3 ;4 ; -1;  826;
100; 1; 4 ;0 ; 2;  832;
100; 1; 4 ;1 ; -2;  837;
100; 1; 4 ;1 ; 1;  834;
100; 1; 4 ;2 ; 4;  844;
100; 1; 5 ;-4 ; -3;  842;
100; 1; 5 ;-1 ; 1;  805;
100; 1; 5 ;5 ; -3;  844;
100; 2; 2 ;2 ; 1;  849;
100; 2; 3 ;-4 ; 3;  822;
100; 2; 3 ;3 ; -2;  837;
100; 2; 4 ;-5 ; 3;  842;
100; 2; 4 ;-3 ; 2;  769;
100; 2; 4 ;-1 ; -5;  847;
100; 2; 4 ;-1 ; 2;  840;
100; 2; 4 ;3 ; -5;  838;
100; 2; 4 ;4 ; -4;  834;
100; 2; 5 ;-5 ; 5;  805;
100; 2; 5 ;-1 ; 0;  847;
100; 2; 5 ;1 ; 0;  843;
100; 2; 5 ;1 ; 2;  801;
100; 2; 5 ;3 ; 4;  830;
100; 2; 5 ;4 ; -1;  823;
100; 3; 3 ;-4 ; 5;  824;
100; 3; 3 ;-3 ; -5;  838;
100; 3; 3 ;1 ; -1;  825;
100; 3; 5 ;-4 ; 0;  819;
100; 3; 5 ;-2 ; 0;  812;
100; 3; 5 ;0 ; -5;  834;
100; 4; 4 ;-4 ; 3;  844;
100; 4; 4 ;-1 ; -1;  835;
100; 4; 5 ;-4 ; 1;  841;
100; 5; 5 ;5 ; -5;  849;
